Site Name,Date,Entero Count,4 Days Total Rain (in),Number of Samples,Geometric Mean,Max,Min
East River mid-channel at Roosevelt Is.,5/6/18,20,0,84,17,344,<1
"Castle Point, NJ",10/9/18,20,0,78,21,1918,<10
"Castle Point, NJ",9/9/18,145,0.9,78,21,1918,<10
"Castle Point, NJ",8/13/18,1918,3.6,78,21,1918,<10
"Castle Point, NJ",7/16/18,10,1,78,21,1918,<10
"Castle Point, NJ",6/12/18,10,0,78,21,1918,<10
"Castle Point, NJ",5/5/18,20,0,78,21,1918,<10
Newtown Creek- Dutch Kills,10/10/18,41,0,94,57,>24196,<1
Newtown Creek- Dutch Kills,9/10/18,20,1.4,94,57,>24196,<1
Newtown Creek- Dutch Kills,8/14/18,19863,3.6,94,57,>24196,<1
Newtown Creek- Dutch Kills,7/17/18,20,1,94,57,>24196,<1
Newtown Creek- Dutch Kills,6/13/18,20,0,94,57,>24196,<1
Newtown Creek- Dutch Kills,5/6/18,<10,0,94,57,>24196,<1
East River mid-channel at 23rd St.,10/10/18,10,0,87,17,450,<1
East River mid-channel at 23rd St.,9/10/18,10,1.4,87,17,450,<1
East River mid-channel at 23rd St.,8/14/18,74,3.6,87,17,450,<1
East River mid-channel at 23rd St.,7/17/18,<10,1,87,17,450,<1
East River mid-channel at 23rd St.,6/13/18,10,0,87,17,450,<1
East River mid-channel at 23rd St.,5/6/18,10,0,87,17,450,<1
Newtown Creek- Metropolitan Ave. Bridge,10/10/18,41,0,94,173,>24196,5
Newtown Creek- Metropolitan Ave. Bridge,9/10/18,7701,1.4,94,173,>24196,5
Newtown Creek- Metropolitan Ave. Bridge,8/14/18,7270,3.6,94,173,>24196,5
Newtown Creek- Metropolitan Ave. Bridge,7/17/18,11199,1,94,173,>24196,5
Newtown Creek- Metropolitan Ave. Bridge,6/13/18,119,0,94,173,>24196,5
Newtown Creek- Metropolitan Ave. Bridge,5/6/18,75,0,94,173,>24196,5
The Battery mid-channel,10/9/18,<10,0,88,15,288,<1
The Battery mid-channel,9/9/18,51,0.9,88,15,288,<1
The Battery mid-channel,8/13/18,211,3.6,88,15,288,<1
The Battery mid-channel,7/16/18,<10,1,88,15,288,<1
The Battery mid-channel,6/12/18,10,0,88,15,288,<1
The Battery mid-channel,5/5/18,10,0,88,15,288,<1
Gowanus Canal,10/9/18,121,0,74,117,>24196,6
Gowanus Canal,9/9/18,1993,0.9,74,117,>24196,6
Gowanus Canal,8/13/18,>24196,3.6,74,117,>24196,6
Gowanus Canal,7/16/18,183,1,74,117,>24196,6
Gowanus Canal,6/12/18,52,0,74,117,>24196,6
Gowanus Canal,5/5/18,379,0,74,117,>24196,6
